transaction_date,product_id,product_name,category,units_sold,revenue,cogs,gross_margin,transactions,margin_pct,lag_1d,lag_7d,lag_14d,rolling_7d_avg,rolling_30d_avg,day_of_week,day_of_week_num,is_weekend,month,week,year,quarter,is_holiday_window,holiday_name,demand_multiplier,days_to_holiday
2024-12-21,P004,Chocolate Cake,Cake,30,960.0,240.0,720.0,18,75.0,8.0,11.0,16.0,10.0,11.266666666666667,Saturday,5,True,12,51,2024,4,True,Christmas Eve,2.5,3
2024-12-22,P004,Chocolate Cake,Cake,32,1024.0,256.0,768.0,19,75.0,30.0,22.0,14.0,12.714285714285714,11.966666666666667,Sunday,6,True,12,51,2024,4,True,Christmas Day,2.3,2
2024-12-23,P004,Chocolate Cake,Cake,44,1408.0,352.0,1056.0,22,75.0,32.0,3.0,2.0,14.142857142857142,12.566666666666666,Monday,0,False,12,52,2024,4,True,Christmas Day,2.3,1
2024-12-24,P004,Chocolate Cake,Cake,18,576.0,144.0,432.0,9,75.0,44.0,4.0,4.0,20.0,13.633333333333333,Tuesday,1,False,12,52,2024,4,True,Christmas Day,2.3,0
2024-12-25,P004,Chocolate Cake,Cake,30,960.0,240.0,720.0,18,75.0,18.0,14.0,6.0,22.0,13.566666666666666,Wednesday,2,False,12,52,2024,4,True,Christmas Day,2.3,0
2024-12-26,P004,Chocolate Cake,Cake,31,992.0,248.0,744.0,18,75.0,30.0,8.0,11.0,24.285714285714285,14.066666666666666,Thursday,3,False,12,52,2024,4,True,Christmas Day,2.3,5
2024-12-27,P004,Chocolate Cake,Cake,15,480.0,120.0,360.0,9,75.0,31.0,8.0,10.0,27.571428571428573,14.833333333333334,Friday,4,False,12,52,2024,4,True,Christmas Day,2.3,4
2024-12-28,P004,Chocolate Cake,Cake,36,1152.0,288.0,864.0,19,75.0,15.0,30.0,11.0,28.571428571428573,15.0,Saturday,5,True,12,52,2024,4,True,New Year's Eve,1.9,3
2024-12-29,P004,Chocolate Cake,Cake,36,1152.0,288.0,864.0,22,75.0,36.0,32.0,22.0,29.428571428571427,15.7,Sunday,6,True,12,52,2024,4,True,New Year's Eve,1.9,2
2024-12-30,P004,Chocolate Cake,Cake,20,640.0,160.0,480.0,12,75.0,36.0,44.0,3.0,30.0,16.333333333333332,Monday,0,False,12,1,2024,4,True,New Year's Eve,1.9,1
2024-12-31,P004,Chocolate Cake,Cake,23,736.0,184.0,552.0,11,75.0,20.0,18.0,4.0,26.571428571428573,16.066666666666666,Tuesday,1,False,12,1,2024,4,True,New Year's Eve,1.9,0
2025-01-01,P004,Chocolate Cake,Cake,19,608.0,152.0,456.0,10,75.0,23.0,30.0,14.0,27.285714285714285,16.133333333333333,Wednesday,2,False,1,1,2025,1,True,New Year's Eve,1.9,30
2025-01-02,P004,Chocolate Cake,Cake,23,736.0,184.0,552.0,15,75.0,19.0,31.0,8.0,25.714285714285715,16.566666666666666,Thursday,3,False,1,1,2025,1,True,New Year's Eve,1.9,30
2025-01-03,P004,Chocolate Cake,Cake,10,320.0,80.0,240.0,6,75.0,23.0,15.0,8.0,24.571428571428573,17.2,Friday,4,False,1,1,2025,1,True,New Year's Eve,1.9,30
2025-01-04,P004,Chocolate Cake,Cake,22,704.0,176.0,528.0,10,75.0,10.0,36.0,30.0,23.857142857142858,17.166666666666668,Saturday,5,True,1,1,2025,1,False,,1.0,30
2025-01-05,P004,Chocolate Cake,Cake,15,480.0,120.0,360.0,8,75.0,22.0,36.0,32.0,21.857142857142858,17.733333333333334,Sunday,6,True,1,1,2025,1,False,,1.0,30
2025-01-06,P004,Chocolate Cake,Cake,12,384.0,96.0,288.0,7,75.0,15.0,20.0,44.0,18.857142857142858,17.9,Monday,0,False,1,2,2025,1,False,,1.0,30
2025-01-07,P004,Chocolate Cake,Cake,7,224.0,56.0,168.0,4,75.0,12.0,23.0,18.0,17.714285714285715,17.766666666666666,Tuesday,1,False,1,2,2025,1,False,,1.0,30
2025-01-08,P004,Chocolate Cake,Cake,7,224.0,56.0,168.0,5,75.0,7.0,19.0,30.0,15.428571428571429,17.533333333333335,Wednesday,2,False,1,2,2025,1,False,,1.0,30
2025-01-09,P004,Chocolate Cake,Cake,20,640.0,160.0,480.0,11,75.0,7.0,23.0,31.0,13.714285714285714,17.7,Thursday,3,False,1,2,2025,1,False,,1.0,30
2025-01-10,P004,Chocolate Cake,Cake,1,32.0,8.0,24.0,1,75.0,20.0,10.0,15.0,13.285714285714286,18.233333333333334,Friday,4,False,1,2,2025,1,False,,1.0,30
2025-01-11,P004,Chocolate Cake,Cake,13,416.0,104.0,312.0,8,75.0,1.0,22.0,36.0,12.0,18.066666666666666,Saturday,5,True,1,2,2025,1,False,,1.0,30
2025-01-12,P004,Chocolate Cake,Cake,19,608.0,152.0,456.0,10,75.0,13.0,15.0,36.0,10.714285714285714,18.133333333333333,Sunday,6,True,1,2,2025,1,False,,1.0,30
2025-01-13,P004,Chocolate Cake,Cake,4,128.0,32.0,96.0,2,75.0,19.0,12.0,20.0,11.285714285714286,18.433333333333334,Monday,0,False,1,3,2025,1,False,,1.0,30
2025-01-14,P004,Chocolate Cake,Cake,18,576.0,144.0,432.0,10,75.0,4.0,7.0,23.0,10.142857142857142,18.2,Tuesday,1,False,1,3,2025,1,False,,1.0,30
2025-01-15,P004,Chocolate Cake,Cake,11,352.0,88.0,264.0,6,75.0,18.0,7.0,19.0,11.714285714285714,18.066666666666666,Wednesday,2,False,1,3,2025,1,False,,1.0,30
2025-01-16,P004,Chocolate Cake,Cake,8,256.0,64.0,192.0,5,75.0,11.0,20.0,23.0,12.285714285714286,18.333333333333332,Thursday,3,False,1,3,2025,1,False,,1.0,29
2025-01-17,P004,Chocolate Cake,Cake,8,256.0,64.0,192.0,4,75.0,8.0,1.0,10.0,10.571428571428571,18.466666666666665,Friday,4,False,1,3,2025,1,False,,1.0,28
2025-01-18,P004,Chocolate Cake,Cake,20,640.0,160.0,480.0,10,75.0,8.0,13.0,22.0,11.571428571428571,18.266666666666666,Saturday,5,True,1,3,2025,1,False,,1.0,27
2025-01-19,P004,Chocolate Cake,Cake,15,480.0,120.0,360.0,9,75.0,20.0,19.0,15.0,12.571428571428571,18.666666666666668,Sunday,6,True,1,3,2025,1,False,,1.0,26
2025-01-20,P004,Chocolate Cake,Cake,6,192.0,48.0,144.0,4,75.0,15.0,4.0,12.0,12.0,18.9,Monday,0,False,1,4,2025,1,False,,1.0,25
2025-01-21,P004,Chocolate Cake,Cake,9,288.0,72.0,216.0,4,75.0,6.0,18.0,7.0,12.285714285714286,18.1,Tuesday,1,False,1,4,2025,1,False,,1.0,24
2025-01-22,P004,Chocolate Cake,Cake,7,224.0,56.0,168.0,3,75.0,9.0,11.0,7.0,11.0,17.333333333333332,Wednesday,2,False,1,4,2025,1,False,,1.0,23
2025-01-23,P004,Chocolate Cake,Cake,4,128.0,32.0,96.0,4,75.0,7.0,8.0,20.0,10.428571428571429,16.1,Thursday,3,False,1,4,2025,1,False,,1.0,22
2025-01-24,P004,Chocolate Cake,Cake,11,352.0,88.0,264.0,6,75.0,4.0,8.0,1.0,9.857142857142858,15.633333333333333,Friday,4,False,1,4,2025,1,False,,1.0,21
2025-01-25,P004,Chocolate Cake,Cake,11,352.0,88.0,264.0,7,75.0,11.0,20.0,13.0,10.285714285714286,15.0,Saturday,5,True,1,4,2025,1,False,,1.0,20
2025-01-26,P004,Chocolate Cake,Cake,11,352.0,88.0,264.0,5,75.0,11.0,15.0,19.0,9.0,14.333333333333334,Sunday,6,True,1,4,2025,1,False,,1.0,19
2025-01-27,P004,Chocolate Cake,Cake,8,256.0,64.0,192.0,5,75.0,11.0,6.0,4.0,8.428571428571429,14.2,Monday,0,False,1,5,2025,1,False,,1.0,18
2025-01-28,P004,Chocolate Cake,Cake,14,448.0,112.0,336.0,8,75.0,8.0,9.0,18.0,8.714285714285714,13.266666666666667,Tuesday,1,False,1,5,2025,1,False,,1.0,17
2025-01-29,P004,Chocolate Cake,Cake,12,384.0,96.0,288.0,7,75.0,14.0,7.0,11.0,9.428571428571429,12.533333333333333,Wednesday,2,False,1,5,2025,1,False,,1.0,16
2025-01-30,P004,Chocolate Cake,Cake,7,224.0,56.0,168.0,5,75.0,12.0,4.0,8.0,10.142857142857142,12.266666666666667,Thursday,3,False,1,5,2025,1,False,,1.0,15
2025-01-31,P004,Chocolate Cake,Cake,8,256.0,64.0,192.0,4,75.0,7.0,11.0,8.0,10.571428571428571,11.733333333333333,Friday,4,False,1,5,2025,1,False,,1.0,14
2025-02-01,P004,Chocolate Cake,Cake,11,352.0,88.0,264.0,5,75.0,8.0,11.0,20.0,10.142857142857142,11.366666666666667,Saturday,5,True,2,5,2025,1,False,,1.0,13
2025-02-02,P004,Chocolate Cake,Cake,23,736.0,184.0,552.0,14,75.0,11.0,11.0,15.0,10.142857142857142,10.966666666666667,Sunday,6,True,2,5,2025,1,False,,1.0,12
2025-02-03,P004,Chocolate Cake,Cake,4,128.0,32.0,96.0,3,75.0,23.0,8.0,6.0,11.857142857142858,11.4,Monday,0,False,2,6,2025,1,False,,1.0,11
2025-02-04,P004,Chocolate Cake,Cake,8,256.0,64.0,192.0,4,75.0,4.0,14.0,9.0,11.285714285714286,10.8,Tuesday,1,False,2,6,2025,1,False,,1.0,10
2025-02-05,P004,Chocolate Cake,Cake,7,224.0,56.0,168.0,5,75.0,8.0,12.0,7.0,10.428571428571429,10.566666666666666,Wednesday,2,False,2,6,2025,1,False,,1.0,9
2025-02-06,P004,Chocolate Cake,Cake,21,672.0,168.0,504.0,10,75.0,7.0,7.0,4.0,9.714285714285714,10.4,Thursday,3,False,2,6,2025,1,False,,1.0,8
2025-02-07,P004,Chocolate Cake,Cake,10,320.0,80.0,240.0,7,75.0,21.0,8.0,11.0,11.714285714285714,10.866666666666667,Friday,4,False,2,6,2025,1,False,,1.0,7
2025-02-08,P004,Chocolate Cake,Cake,6,192.0,48.0,144.0,4,75.0,10.0,11.0,11.0,12.0,10.966666666666667,Saturday,5,True,2,6,2025,1,False,,1.0,6
2025-02-09,P004,Chocolate Cake,Cake,13,416.0,104.0,312.0,7,75.0,6.0,23.0,11.0,11.285714285714286,10.5,Sunday,6,True,2,6,2025,1,False,,1.0,5
2025-02-10,P004,Chocolate Cake,Cake,10,320.0,80.0,240.0,5,75.0,13.0,4.0,8.0,9.857142857142858,10.9,Monday,0,False,2,7,2025,1,False,,1.0,4
2025-02-11,P004,Chocolate Cake,Cake,29,928.0,232.0,696.0,13,75.0,10.0,8.0,14.0,10.714285714285714,10.8,Tuesday,1,False,2,7,2025,1,True,Valentine's Day,2.2,3
2025-02-12,P004,Chocolate Cake,Cake,14,448.0,112.0,336.0,11,75.0,29.0,7.0,12.0,13.714285714285714,11.133333333333333,Wednesday,2,False,2,7,2025,1,True,Valentine's Day,2.2,2
2025-02-13,P004,Chocolate Cake,Cake,31,992.0,248.0,744.0,16,75.0,14.0,21.0,7.0,14.714285714285714,11.466666666666667,Thursday,3,False,2,7,2025,1,True,Valentine's Day,2.2,1
2025-02-14,P004,Chocolate Cake,Cake,5,160.0,40.0,120.0,4,75.0,31.0,10.0,8.0,16.142857142857142,11.9,Friday,4,False,2,7,2025,1,True,Valentine's Day,2.2,0
2025-02-15,P004,Chocolate Cake,Cake,35,1120.0,280.0,840.0,18,75.0,5.0,6.0,11.0,15.428571428571429,11.7,Saturday,5,True,2,7,2025,1,True,Valentine's Day,2.2,30
2025-02-16,P004,Chocolate Cake,Cake,29,928.0,232.0,696.0,18,75.0,35.0,13.0,23.0,19.571428571428573,12.6,Sunday,6,True,2,7,2025,1,True,Valentine's Day,2.2,30
2025-02-17,P004,Chocolate Cake,Cake,22,704.0,176.0,528.0,11,75.0,29.0,10.0,4.0,21.857142857142858,13.3,Monday,0,False,2,8,2025,1,True,Valentine's Day,2.2,30
2025-02-18,P004,Chocolate Cake,Cake,8,256.0,64.0,192.0,3,75.0,22.0,29.0,8.0,23.571428571428573,13.366666666666667,Tuesday,1,False,2,8,2025,1,False,,1.0,30
2025-02-19,P004,Chocolate Cake,Cake,12,384.0,96.0,288.0,7,75.0,8.0,14.0,7.0,20.571428571428573,13.133333333333333,Wednesday,2,False,2,8,2025,1,False,,1.0,30
2025-02-20,P004,Chocolate Cake,Cake,2,64.0,16.0,48.0,2,75.0,12.0,31.0,21.0,20.285714285714285,13.333333333333334,Thursday,3,False,2,8,2025,1,False,,1.0,30
2025-02-21,P004,Chocolate Cake,Cake,7,224.0,56.0,168.0,4,75.0,2.0,5.0,10.0,16.142857142857142,13.1,Friday,4,False,2,8,2025,1,False,,1.0,30
2025-02-22,P004,Chocolate Cake,Cake,24,768.0,192.0,576.0,14,75.0,7.0,35.0,6.0,16.428571428571427,13.1,Saturday,5,True,2,8,2025,1,False,,1.0,30
2025-02-23,P004,Chocolate Cake,Cake,9,288.0,72.0,216.0,5,75.0,24.0,29.0,13.0,14.857142857142858,13.766666666666667,Sunday,6,True,2,8,2025,1,False,,1.0,30
2025-02-24,P004,Chocolate Cake,Cake,12,384.0,96.0,288.0,7,75.0,9.0,22.0,10.0,12.0,13.7,Monday,0,False,2,9,2025,1,False,,1.0,30
2025-02-25,P004,Chocolate Cake,Cake,6,192.0,48.0,144.0,4,75.0,12.0,8.0,29.0,10.571428571428571,13.733333333333333,Tuesday,1,False,2,9,2025,1,False,,1.0,30
2025-02-26,P004,Chocolate Cake,Cake,6,192.0,48.0,144.0,5,75.0,6.0,12.0,14.0,10.285714285714286,13.566666666666666,Wednesday,2,False,2,9,2025,1,False,,1.0,30
2025-02-27,P004,Chocolate Cake,Cake,21,672.0,168.0,504.0,8,75.0,6.0,2.0,31.0,9.428571428571429,13.5,Thursday,3,False,2,9,2025,1,False,,1.0,30
2025-02-28,P004,Chocolate Cake,Cake,4,128.0,32.0,96.0,3,75.0,21.0,7.0,5.0,12.142857142857142,13.733333333333333,Friday,4,False,2,9,2025,1,False,,1.0,30
2025-03-01,P004,Chocolate Cake,Cake,8,256.0,64.0,192.0,4,75.0,4.0,24.0,35.0,11.714285714285714,13.466666666666667,Saturday,5,True,3,9,2025,1,False,,1.0,30
2025-03-02,P004,Chocolate Cake,Cake,10,320.0,80.0,240.0,8,75.0,8.0,9.0,29.0,9.428571428571429,13.5,Sunday,6,True,3,9,2025,1,False,,1.0,30
2025-03-03,P004,Chocolate Cake,Cake,10,320.0,80.0,240.0,5,75.0,10.0,12.0,22.0,9.571428571428571,13.566666666666666,Monday,0,False,3,10,2025,1,False,,1.0,30
2025-03-04,P004,Chocolate Cake,Cake,5,160.0,40.0,120.0,4,75.0,10.0,6.0,8.0,9.285714285714286,13.533333333333333,Tuesday,1,False,3,10,2025,1,False,,1.0,30
2025-03-05,P004,Chocolate Cake,Cake,9,288.0,72.0,216.0,4,75.0,5.0,6.0,12.0,9.142857142857142,12.933333333333334,Wednesday,2,False,3,10,2025,1,False,,1.0,30
2025-03-06,P004,Chocolate Cake,Cake,15,480.0,120.0,360.0,7,75.0,9.0,21.0,2.0,9.571428571428571,13.1,Thursday,3,False,3,10,2025,1,False,,1.0,30
2025-03-07,P004,Chocolate Cake,Cake,12,384.0,96.0,288.0,7,75.0,15.0,4.0,7.0,8.714285714285714,13.333333333333334,Friday,4,False,3,10,2025,1,False,,1.0,30
2025-03-08,P004,Chocolate Cake,Cake,25,800.0,200.0,600.0,17,75.0,12.0,8.0,24.0,9.857142857142858,13.5,Saturday,5,True,3,10,2025,1,False,,1.0,30
2025-03-09,P004,Chocolate Cake,Cake,12,384.0,96.0,288.0,8,75.0,25.0,10.0,9.0,12.285714285714286,13.633333333333333,Sunday,6,True,3,10,2025,1,False,,1.0,30
2025-03-10,P004,Chocolate Cake,Cake,7,224.0,56.0,168.0,5,75.0,12.0,10.0,12.0,12.571428571428571,13.7,Monday,0,False,3,11,2025,1,False,,1.0,30
2025-03-11,P004,Chocolate Cake,Cake,13,416.0,104.0,312.0,7,75.0,7.0,5.0,6.0,12.142857142857142,13.733333333333333,Tuesday,1,False,3,11,2025,1,False,,1.0,30
2025-03-12,P004,Chocolate Cake,Cake,9,288.0,72.0,216.0,4,75.0,13.0,9.0,6.0,13.285714285714286,13.733333333333333,Wednesday,2,False,3,11,2025,1,False,,1.0,30
2025-03-13,P004,Chocolate Cake,Cake,9,288.0,72.0,216.0,5,75.0,9.0,15.0,21.0,13.285714285714286,13.7,Thursday,3,False,3,11,2025,1,False,,1.0,30
2025-03-14,P004,Chocolate Cake,Cake,1,32.0,8.0,24.0,1,75.0,9.0,12.0,4.0,12.428571428571429,13.033333333333333,Friday,4,False,3,11,2025,1,False,,1.0,30
2025-03-15,P004,Chocolate Cake,Cake,20,640.0,160.0,480.0,11,75.0,1.0,25.0,8.0,10.857142857142858,12.6,Saturday,5,True,3,11,2025,1,False,,1.0,30
2025-03-16,P004,Chocolate Cake,Cake,18,576.0,144.0,432.0,11,75.0,20.0,12.0,10.0,10.142857142857142,12.233333333333333,Sunday,6,True,3,11,2025,1,False,,1.0,30
2025-03-17,P004,Chocolate Cake,Cake,10,320.0,80.0,240.0,5,75.0,18.0,7.0,10.0,11.0,12.666666666666666,Monday,0,False,3,12,2025,1,False,,1.0,30
2025-03-18,P004,Chocolate Cake,Cake,3,96.0,24.0,72.0,2,75.0,10.0,13.0,5.0,11.428571428571429,11.833333333333334,Tuesday,1,False,3,12,2025,1,False,,1.0,30
2025-03-19,P004,Chocolate Cake,Cake,6,192.0,48.0,144.0,2,75.0,3.0,9.0,9.0,10.0,10.966666666666667,Wednesday,2,False,3,12,2025,1,False,,1.0,30
2025-03-20,P004,Chocolate Cake,Cake,5,160.0,40.0,120.0,3,75.0,6.0,9.0,15.0,9.571428571428571,10.433333333333334,Thursday,3,False,3,12,2025,1,False,,1.0,30
2025-03-21,P004,Chocolate Cake,Cake,11,352.0,88.0,264.0,6,75.0,5.0,1.0,12.0,9.0,10.333333333333334,Friday,4,False,3,12,2025,1,False,,1.0,30
2025-03-22,P004,Chocolate Cake,Cake,25,800.0,200.0,600.0,14,75.0,11.0,20.0,25.0,10.428571428571429,10.3,Saturday,5,True,3,12,2025,1,False,,1.0,29
2025-03-23,P004,Chocolate Cake,Cake,19,608.0,152.0,456.0,10,75.0,25.0,18.0,12.0,11.142857142857142,11.066666666666666,Sunday,6,True,3,12,2025,1,False,,1.0,28
2025-03-24,P004,Chocolate Cake,Cake,2,64.0,16.0,48.0,2,75.0,19.0,10.0,7.0,11.285714285714286,11.466666666666667,Monday,0,False,3,13,2025,1,False,,1.0,27
2025-03-25,P004,Chocolate Cake,Cake,6,192.0,48.0,144.0,3,75.0,2.0,3.0,13.0,10.142857142857142,10.733333333333333,Tuesday,1,False,3,13,2025,1,False,,1.0,26
2025-03-26,P004,Chocolate Cake,Cake,5,160.0,40.0,120.0,4,75.0,6.0,6.0,9.0,10.571428571428571,10.633333333333333,Wednesday,2,False,3,13,2025,1,False,,1.0,25
2025-03-27,P004,Chocolate Cake,Cake,10,320.0,80.0,240.0,7,75.0,5.0,5.0,9.0,10.428571428571429,10.4,Thursday,3,False,3,13,2025,1,False,,1.0,24
2025-03-28,P004,Chocolate Cake,Cake,4,128.0,32.0,96.0,4,75.0,10.0,11.0,1.0,11.142857142857142,10.533333333333333,Friday,4,False,3,13,2025,1,False,,1.0,23
2025-03-29,P004,Chocolate Cake,Cake,8,256.0,64.0,192.0,4,75.0,4.0,25.0,20.0,10.142857142857142,10.466666666666667,Saturday,5,True,3,13,2025,1,False,,1.0,22
2025-03-30,P004,Chocolate Cake,Cake,26,832.0,208.0,624.0,13,75.0,8.0,19.0,18.0,7.714285714285714,10.033333333333333,Sunday,6,True,3,13,2025,1,False,,1.0,21
2025-03-31,P004,Chocolate Cake,Cake,15,480.0,120.0,360.0,8,75.0,26.0,2.0,10.0,8.714285714285714,10.766666666666667,Monday,0,False,3,14,2025,1,False,,1.0,20
2025-04-01,P004,Chocolate Cake,Cake,2,64.0,16.0,48.0,2,75.0,15.0,6.0,3.0,10.571428571428571,11.0,Tuesday,1,False,4,14,2025,2,False,,1.0,19
2025-04-02,P004,Chocolate Cake,Cake,3,96.0,24.0,72.0,3,75.0,2.0,5.0,6.0,10.0,10.733333333333333,Wednesday,2,False,4,14,2025,2,False,,1.0,18
2025-04-03,P004,Chocolate Cake,Cake,17,544.0,136.0,408.0,8,75.0,3.0,10.0,5.0,9.714285714285714,10.5,Thursday,3,False,4,14,2025,2,False,,1.0,17
2025-04-04,P004,Chocolate Cake,Cake,1,32.0,8.0,24.0,1,75.0,17.0,4.0,11.0,10.714285714285714,10.9,Friday,4,False,4,14,2025,2,False,,1.0,16
2025-04-05,P004,Chocolate Cake,Cake,17,544.0,136.0,408.0,10,75.0,1.0,8.0,25.0,10.285714285714286,10.633333333333333,Saturday,5,True,4,14,2025,2,False,,1.0,15
2025-04-06,P004,Chocolate Cake,Cake,12,384.0,96.0,288.0,9,75.0,17.0,26.0,19.0,11.571428571428571,10.7,Sunday,6,True,4,14,2025,2,False,,1.0,14
2025-04-07,P004,Chocolate Cake,Cake,11,352.0,88.0,264.0,6,75.0,12.0,15.0,2.0,9.571428571428571,10.7,Monday,0,False,4,15,2025,2,False,,1.0,13
2025-04-08,P004,Chocolate Cake,Cake,5,160.0,40.0,120.0,4,75.0,11.0,2.0,6.0,9.0,10.233333333333333,Tuesday,1,False,4,15,2025,2,False,,1.0,12
2025-04-09,P004,Chocolate Cake,Cake,8,256.0,64.0,192.0,4,75.0,5.0,3.0,5.0,9.428571428571429,10.0,Wednesday,2,False,4,15,2025,2,False,,1.0,11
2025-04-10,P004,Chocolate Cake,Cake,5,160.0,40.0,120.0,4,75.0,8.0,17.0,10.0,10.142857142857142,10.033333333333333,Thursday,3,False,4,15,2025,2,False,,1.0,10
2025-04-11,P004,Chocolate Cake,Cake,6,192.0,48.0,144.0,3,75.0,5.0,1.0,4.0,8.428571428571429,9.766666666666667,Friday,4,False,4,15,2025,2,False,,1.0,9
2025-04-12,P004,Chocolate Cake,Cake,9,288.0,72.0,216.0,4,75.0,6.0,17.0,8.0,9.142857142857142,9.666666666666666,Saturday,5,True,4,15,2025,2,False,,1.0,8
2025-04-13,P004,Chocolate Cake,Cake,13,416.0,104.0,312.0,8,75.0,9.0,12.0,26.0,8.0,9.666666666666666,Sunday,6,True,4,15,2025,2,False,,1.0,7
2025-04-14,P004,Chocolate Cake,Cake,12,384.0,96.0,288.0,5,75.0,13.0,11.0,15.0,8.142857142857142,10.066666666666666,Monday,0,False,4,16,2025,2,False,,1.0,6
2025-04-15,P004,Chocolate Cake,Cake,5,160.0,40.0,120.0,3,75.0,12.0,5.0,2.0,8.285714285714286,9.8,Tuesday,1,False,4,16,2025,2,False,,1.0,5
2025-04-16,P004,Chocolate Cake,Cake,12,384.0,96.0,288.0,5,75.0,5.0,8.0,3.0,8.285714285714286,9.366666666666667,Wednesday,2,False,4,16,2025,2,False,,1.0,4
2025-04-17,P004,Chocolate Cake,Cake,26,832.0,208.0,624.0,13,75.0,12.0,5.0,17.0,8.857142857142858,9.433333333333334,Thursday,3,False,4,16,2025,2,True,Easter,1.7,3
2025-04-18,P004,Chocolate Cake,Cake,11,352.0,88.0,264.0,9,75.0,26.0,6.0,1.0,11.857142857142858,10.2,Friday,4,False,4,16,2025,2,True,Easter,1.7,2
2025-04-19,P004,Chocolate Cake,Cake,25,800.0,200.0,600.0,13,75.0,11.0,9.0,17.0,12.571428571428571,10.366666666666667,Saturday,5,True,4,16,2025,2,True,Easter,1.7,1
2025-04-20,P004,Chocolate Cake,Cake,32,1024.0,256.0,768.0,18,75.0,25.0,13.0,12.0,14.857142857142858,11.033333333333333,Sunday,6,True,4,16,2025,2,True,Easter,1.7,0
2025-04-21,P004,Chocolate Cake,Cake,13,416.0,104.0,312.0,6,75.0,32.0,12.0,11.0,17.571428571428573,11.733333333333333,Monday,0,False,4,17,2025,2,True,Easter,1.7,20
2025-04-22,P004,Chocolate Cake,Cake,7,224.0,56.0,168.0,5,75.0,13.0,5.0,5.0,17.714285714285715,11.333333333333334,Tuesday,1,False,4,17,2025,2,True,Easter,1.7,19
2025-04-23,P004,Chocolate Cake,Cake,10,320.0,80.0,240.0,7,75.0,7.0,12.0,8.0,18.0,10.933333333333334,Wednesday,2,False,4,17,2025,2,True,Easter,1.7,18
2025-04-24,P004,Chocolate Cake,Cake,14,448.0,112.0,336.0,6,75.0,10.0,26.0,5.0,17.714285714285715,11.2,Thursday,3,False,4,17,2025,2,False,,1.0,17
2025-04-25,P004,Chocolate Cake,Cake,12,384.0,96.0,288.0,5,75.0,14.0,11.0,6.0,16.0,11.466666666666667,Friday,4,False,4,17,2025,2,False,,1.0,16
2025-04-26,P004,Chocolate Cake,Cake,8,256.0,64.0,192.0,7,75.0,12.0,25.0,9.0,16.142857142857142,11.7,Saturday,5,True,4,17,2025,2,False,,1.0,15
2025-04-27,P004,Chocolate Cake,Cake,6,192.0,48.0,144.0,4,75.0,8.0,32.0,13.0,13.714285714285714,11.633333333333333,Sunday,6,True,4,17,2025,2,False,,1.0,14
2025-04-28,P004,Chocolate Cake,Cake,2,64.0,16.0,48.0,1,75.0,6.0,13.0,12.0,10.0,11.7,Monday,0,False,4,18,2025,2,False,,1.0,13
2025-04-29,P004,Chocolate Cake,Cake,6,192.0,48.0,144.0,2,75.0,2.0,7.0,5.0,8.428571428571429,11.5,Tuesday,1,False,4,18,2025,2,False,,1.0,12
2025-04-30,P004,Chocolate Cake,Cake,12,384.0,96.0,288.0,6,75.0,6.0,10.0,12.0,8.285714285714286,10.833333333333334,Wednesday,2,False,4,18,2025,2,False,,1.0,11
2025-05-01,P004,Chocolate Cake,Cake,17,544.0,136.0,408.0,8,75.0,12.0,14.0,26.0,8.571428571428571,10.733333333333333,Thursday,3,False,5,18,2025,2,False,,1.0,10
2025-05-02,P004,Chocolate Cake,Cake,13,416.0,104.0,312.0,7,75.0,17.0,12.0,11.0,9.0,11.233333333333333,Friday,4,False,5,18,2025,2,False,,1.0,9
2025-05-03,P004,Chocolate Cake,Cake,27,864.0,216.0,648.0,16,75.0,13.0,8.0,25.0,9.142857142857142,11.566666666666666,Saturday,5,True,5,18,2025,2,False,,1.0,8
2025-05-04,P004,Chocolate Cake,Cake,28,896.0,224.0,672.0,14,75.0,27.0,6.0,32.0,11.857142857142858,11.9,Sunday,6,True,5,18,2025,2,False,,1.0,7
2025-05-05,P004,Chocolate Cake,Cake,5,160.0,40.0,120.0,4,75.0,28.0,2.0,13.0,15.0,12.8,Monday,0,False,5,19,2025,2,False,,1.0,6
2025-05-06,P004,Chocolate Cake,Cake,8,256.0,64.0,192.0,5,75.0,5.0,6.0,7.0,15.428571428571429,12.4,Tuesday,1,False,5,19,2025,2,False,,1.0,5
2025-05-07,P004,Chocolate Cake,Cake,8,256.0,64.0,192.0,5,75.0,8.0,12.0,10.0,15.714285714285714,12.266666666666667,Wednesday,2,False,5,19,2025,2,False,,1.0,4
2025-05-08,P004,Chocolate Cake,Cake,21,672.0,168.0,504.0,14,75.0,8.0,17.0,14.0,15.142857142857142,12.166666666666666,Thursday,3,False,5,19,2025,2,True,Mother's Day,2.8,3
2025-05-09,P004,Chocolate Cake,Cake,24,768.0,192.0,576.0,11,75.0,21.0,13.0,12.0,15.714285714285714,12.7,Friday,4,False,5,19,2025,2,True,Mother's Day,2.8,2
2025-05-10,P004,Chocolate Cake,Cake,52,1664.0,416.0,1248.0,29,75.0,24.0,27.0,8.0,17.285714285714285,13.233333333333333,Saturday,5,True,5,19,2025,2,True,Mother's Day,2.8,1
2025-05-11,P004,Chocolate Cake,Cake,30,960.0,240.0,720.0,19,75.0,52.0,28.0,6.0,20.857142857142858,14.8,Sunday,6,True,5,19,2025,2,True,Mother's Day,2.8,0
