shift_date,role,scheduled_count,recommended_count,staff_delta,hourly_rate,shift_hours,overstaffing_cost,is_weekend
2024-03-24,Head Baker,3,3,0,28,8,0,True
2024-03-24,Pastry Chef,3,3,0,24,8,0,True
2024-03-24,Kitchen Assistant,4,5,-1,18,8,0,True
2024-03-24,Store Associate,6,7,-1,16,8,0,True
2024-03-24,Decorator,2,1,1,22,8,176,True
2024-03-24,Delivery,3,3,0,17,8,0,True
2024-03-25,Head Baker,1,2,-1,28,8,0,False
2024-03-25,Pastry Chef,2,2,0,24,8,0,False
2024-03-25,Kitchen Assistant,3,3,0,18,8,0,False
2024-03-25,Store Associate,4,4,0,16,8,0,False
2024-03-25,Decorator,2,1,1,22,8,176,False
2024-03-25,Delivery,2,2,0,17,8,0,False
2024-03-26,Head Baker,2,2,0,28,8,0,False
2024-03-26,Pastry Chef,2,2,0,24,8,0,False
2024-03-26,Kitchen Assistant,3,3,0,18,8,0,False
2024-03-26,Store Associate,4,4,0,16,8,0,False
2024-03-26,Decorator,1,1,0,22,8,0,False
2024-03-26,Delivery,2,2,0,17,8,0,False
2024-03-27,Head Baker,2,2,0,28,8,0,False
2024-03-27,Pastry Chef,2,2,0,24,8,0,False
2024-03-27,Kitchen Assistant,3,3,0,18,8,0,False
2024-03-27,Store Associate,4,4,0,16,8,0,False
2024-03-27,Decorator,1,1,0,22,8,0,False
2024-03-27,Delivery,2,2,0,17,8,0,False
2024-03-28,Head Baker,2,2,0,28,8,0,False
2024-03-28,Pastry Chef,1,2,-1,24,8,0,False
2024-03-28,Kitchen Assistant,3,3,0,18,8,0,False
2024-03-28,Store Associate,4,4,0,16,8,0,False
2024-03-28,Decorator,1,1,0,22,8,0,False
2024-03-28,Delivery,2,2,0,17,8,0,False
2024-03-29,Head Baker,2,2,0,28,8,0,False
2024-03-29,Pastry Chef,2,2,0,24,8,0,False
2024-03-29,Kitchen Assistant,3,3,0,18,8,0,False
2024-03-29,Store Associate,4,4,0,16,8,0,False
2024-03-29,Decorator,1,1,0,22,8,0,False
2024-03-29,Delivery,2,2,0,17,8,0,False
2024-03-30,Head Baker,3,3,0,28,8,0,True
2024-03-30,Pastry Chef,3,3,0,24,8,0,True
2024-03-30,Kitchen Assistant,4,5,-1,18,8,0,True
2024-03-30,Store Associate,6,7,-1,16,8,0,True
2024-03-30,Decorator,1,1,0,22,8,0,True
2024-03-30,Delivery,2,3,-1,17,8,0,True
2024-03-31,Head Baker,3,3,0,28,8,0,True
2024-03-31,Pastry Chef,3,3,0,24,8,0,True
2024-03-31,Kitchen Assistant,4,5,-1,18,8,0,True
2024-03-31,Store Associate,5,7,-2,16,8,0,True
2024-03-31,Decorator,1,1,0,22,8,0,True
2024-03-31,Delivery,3,3,0,17,8,0,True
2024-04-01,Head Baker,2,2,0,28,8,0,False
2024-04-01,Pastry Chef,2,2,0,24,8,0,False
2024-04-01,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-01,Store Associate,4,4,0,16,8,0,False
2024-04-01,Decorator,1,1,0,22,8,0,False
2024-04-01,Delivery,3,2,1,17,8,136,False
2024-04-02,Head Baker,1,2,-1,28,8,0,False
2024-04-02,Pastry Chef,2,2,0,24,8,0,False
2024-04-02,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-02,Store Associate,4,4,0,16,8,0,False
2024-04-02,Decorator,1,1,0,22,8,0,False
2024-04-02,Delivery,1,2,-1,17,8,0,False
2024-04-03,Head Baker,3,2,1,28,8,224,False
2024-04-03,Pastry Chef,2,2,0,24,8,0,False
2024-04-03,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-03,Store Associate,4,4,0,16,8,0,False
2024-04-03,Decorator,1,1,0,22,8,0,False
2024-04-03,Delivery,2,2,0,17,8,0,False
2024-04-04,Head Baker,3,2,1,28,8,224,False
2024-04-04,Pastry Chef,2,2,0,24,8,0,False
2024-04-04,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-04,Store Associate,4,4,0,16,8,0,False
2024-04-04,Decorator,1,1,0,22,8,0,False
2024-04-04,Delivery,2,2,0,17,8,0,False
2024-04-05,Head Baker,2,2,0,28,8,0,False
2024-04-05,Pastry Chef,2,2,0,24,8,0,False
2024-04-05,Kitchen Assistant,4,3,1,18,8,144,False
2024-04-05,Store Associate,4,4,0,16,8,0,False
2024-04-05,Decorator,1,1,0,22,8,0,False
2024-04-05,Delivery,2,2,0,17,8,0,False
2024-04-06,Head Baker,4,3,1,28,8,224,True
2024-04-06,Pastry Chef,3,3,0,24,8,0,True
2024-04-06,Kitchen Assistant,5,5,0,18,8,0,True
2024-04-06,Store Associate,6,7,-1,16,8,0,True
2024-04-06,Decorator,1,1,0,22,8,0,True
2024-04-06,Delivery,3,3,0,17,8,0,True
2024-04-07,Head Baker,2,3,-1,28,8,0,True
2024-04-07,Pastry Chef,2,3,-1,24,8,0,True
2024-04-07,Kitchen Assistant,5,5,0,18,8,0,True
2024-04-07,Store Associate,6,7,-1,16,8,0,True
2024-04-07,Decorator,1,1,0,22,8,0,True
2024-04-07,Delivery,3,3,0,17,8,0,True
2024-04-08,Head Baker,2,2,0,28,8,0,False
2024-04-08,Pastry Chef,2,2,0,24,8,0,False
2024-04-08,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-08,Store Associate,4,4,0,16,8,0,False
2024-04-08,Decorator,1,1,0,22,8,0,False
2024-04-08,Delivery,2,2,0,17,8,0,False
2024-04-09,Head Baker,2,2,0,28,8,0,False
2024-04-09,Pastry Chef,1,2,-1,24,8,0,False
2024-04-09,Kitchen Assistant,4,3,1,18,8,144,False
2024-04-09,Store Associate,3,4,-1,16,8,0,False
2024-04-09,Decorator,1,1,0,22,8,0,False
2024-04-09,Delivery,2,2,0,17,8,0,False
2024-04-10,Head Baker,3,2,1,28,8,224,False
2024-04-10,Pastry Chef,2,2,0,24,8,0,False
2024-04-10,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-10,Store Associate,3,4,-1,16,8,0,False
2024-04-10,Decorator,1,1,0,22,8,0,False
2024-04-10,Delivery,2,2,0,17,8,0,False
2024-04-11,Head Baker,2,2,0,28,8,0,False
2024-04-11,Pastry Chef,2,2,0,24,8,0,False
2024-04-11,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-11,Store Associate,4,4,0,16,8,0,False
2024-04-11,Decorator,1,1,0,22,8,0,False
2024-04-11,Delivery,2,2,0,17,8,0,False
2024-04-12,Head Baker,2,2,0,28,8,0,False
2024-04-12,Pastry Chef,2,2,0,24,8,0,False
2024-04-12,Kitchen Assistant,2,3,-1,18,8,0,False
2024-04-12,Store Associate,4,4,0,16,8,0,False
2024-04-12,Decorator,1,1,0,22,8,0,False
2024-04-12,Delivery,2,2,0,17,8,0,False
2024-04-13,Head Baker,4,3,1,28,8,224,True
2024-04-13,Pastry Chef,3,3,0,24,8,0,True
2024-04-13,Kitchen Assistant,4,5,-1,18,8,0,True
2024-04-13,Store Associate,6,7,-1,16,8,0,True
2024-04-13,Decorator,1,1,0,22,8,0,True
2024-04-13,Delivery,3,3,0,17,8,0,True
2024-04-14,Head Baker,3,3,0,28,8,0,True
2024-04-14,Pastry Chef,3,3,0,24,8,0,True
2024-04-14,Kitchen Assistant,3,5,-2,18,8,0,True
2024-04-14,Store Associate,6,7,-1,16,8,0,True
2024-04-14,Decorator,1,1,0,22,8,0,True
2024-04-14,Delivery,3,3,0,17,8,0,True
2024-04-15,Head Baker,2,2,0,28,8,0,False
2024-04-15,Pastry Chef,2,2,0,24,8,0,False
2024-04-15,Kitchen Assistant,4,3,1,18,8,144,False
2024-04-15,Store Associate,3,4,-1,16,8,0,False
2024-04-15,Decorator,1,1,0,22,8,0,False
2024-04-15,Delivery,2,2,0,17,8,0,False
2024-04-16,Head Baker,2,2,0,28,8,0,False
2024-04-16,Pastry Chef,2,2,0,24,8,0,False
2024-04-16,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-16,Store Associate,4,4,0,16,8,0,False
2024-04-16,Decorator,1,1,0,22,8,0,False
2024-04-16,Delivery,2,2,0,17,8,0,False
2024-04-17,Head Baker,2,2,0,28,8,0,False
2024-04-17,Pastry Chef,2,2,0,24,8,0,False
2024-04-17,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-17,Store Associate,5,4,1,16,8,128,False
2024-04-17,Decorator,1,1,0,22,8,0,False
2024-04-17,Delivery,3,2,1,17,8,136,False
2024-04-18,Head Baker,2,2,0,28,8,0,False
2024-04-18,Pastry Chef,2,2,0,24,8,0,False
2024-04-18,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-18,Store Associate,4,4,0,16,8,0,False
2024-04-18,Decorator,1,1,0,22,8,0,False
2024-04-18,Delivery,2,2,0,17,8,0,False
2024-04-19,Head Baker,2,2,0,28,8,0,False
2024-04-19,Pastry Chef,2,2,0,24,8,0,False
2024-04-19,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-19,Store Associate,4,4,0,16,8,0,False
2024-04-19,Decorator,1,1,0,22,8,0,False
2024-04-19,Delivery,2,2,0,17,8,0,False
2024-04-20,Head Baker,3,3,0,28,8,0,True
2024-04-20,Pastry Chef,3,3,0,24,8,0,True
2024-04-20,Kitchen Assistant,4,5,-1,18,8,0,True
2024-04-20,Store Associate,6,7,-1,16,8,0,True
2024-04-20,Decorator,1,1,0,22,8,0,True
2024-04-20,Delivery,4,3,1,17,8,136,True
2024-04-21,Head Baker,2,3,-1,28,8,0,True
2024-04-21,Pastry Chef,3,3,0,24,8,0,True
2024-04-21,Kitchen Assistant,3,5,-2,18,8,0,True
2024-04-21,Store Associate,6,7,-1,16,8,0,True
2024-04-21,Decorator,1,1,0,22,8,0,True
2024-04-21,Delivery,4,3,1,17,8,136,True
2024-04-22,Head Baker,2,2,0,28,8,0,False
2024-04-22,Pastry Chef,1,2,-1,24,8,0,False
2024-04-22,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-22,Store Associate,4,4,0,16,8,0,False
2024-04-22,Decorator,1,1,0,22,8,0,False
2024-04-22,Delivery,1,2,-1,17,8,0,False
2024-04-23,Head Baker,2,2,0,28,8,0,False
2024-04-23,Pastry Chef,2,2,0,24,8,0,False
2024-04-23,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-23,Store Associate,5,4,1,16,8,128,False
2024-04-23,Decorator,1,1,0,22,8,0,False
2024-04-23,Delivery,2,2,0,17,8,0,False
2024-04-24,Head Baker,2,2,0,28,8,0,False
2024-04-24,Pastry Chef,2,2,0,24,8,0,False
2024-04-24,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-24,Store Associate,4,4,0,16,8,0,False
2024-04-24,Decorator,1,1,0,22,8,0,False
2024-04-24,Delivery,3,2,1,17,8,136,False
2024-04-25,Head Baker,2,2,0,28,8,0,False
2024-04-25,Pastry Chef,2,2,0,24,8,0,False
2024-04-25,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-25,Store Associate,5,4,1,16,8,128,False
2024-04-25,Decorator,1,1,0,22,8,0,False
2024-04-25,Delivery,2,2,0,17,8,0,False
2024-04-26,Head Baker,2,2,0,28,8,0,False
2024-04-26,Pastry Chef,3,2,1,24,8,192,False
2024-04-26,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-26,Store Associate,4,4,0,16,8,0,False
2024-04-26,Decorator,1,1,0,22,8,0,False
2024-04-26,Delivery,1,2,-1,17,8,0,False
2024-04-27,Head Baker,3,3,0,28,8,0,True
2024-04-27,Pastry Chef,2,3,-1,24,8,0,True
2024-04-27,Kitchen Assistant,5,5,0,18,8,0,True
2024-04-27,Store Associate,6,7,-1,16,8,0,True
2024-04-27,Decorator,1,1,0,22,8,0,True
2024-04-27,Delivery,3,3,0,17,8,0,True
2024-04-28,Head Baker,3,3,0,28,8,0,True
2024-04-28,Pastry Chef,2,3,-1,24,8,0,True
2024-04-28,Kitchen Assistant,4,5,-1,18,8,0,True
2024-04-28,Store Associate,6,7,-1,16,8,0,True
2024-04-28,Decorator,1,1,0,22,8,0,True
2024-04-28,Delivery,3,3,0,17,8,0,True
2024-04-29,Head Baker,2,2,0,28,8,0,False
2024-04-29,Pastry Chef,2,2,0,24,8,0,False
2024-04-29,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-29,Store Associate,4,4,0,16,8,0,False
2024-04-29,Decorator,1,1,0,22,8,0,False
2024-04-29,Delivery,3,2,1,17,8,136,False
2024-04-30,Head Baker,1,2,-1,28,8,0,False
2024-04-30,Pastry Chef,2,2,0,24,8,0,False
2024-04-30,Kitchen Assistant,3,3,0,18,8,0,False
2024-04-30,Store Associate,4,4,0,16,8,0,False
2024-04-30,Decorator,1,1,0,22,8,0,False
2024-04-30,Delivery,2,2,0,17,8,0,False
2024-05-01,Head Baker,2,2,0,28,8,0,False
2024-05-01,Pastry Chef,1,2,-1,24,8,0,False
2024-05-01,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-01,Store Associate,5,4,1,16,8,128,False
2024-05-01,Decorator,2,1,1,22,8,176,False
2024-05-01,Delivery,2,2,0,17,8,0,False
2024-05-02,Head Baker,3,2,1,28,8,224,False
2024-05-02,Pastry Chef,3,2,1,24,8,192,False
2024-05-02,Kitchen Assistant,2,3,-1,18,8,0,False
2024-05-02,Store Associate,4,4,0,16,8,0,False
2024-05-02,Decorator,1,1,0,22,8,0,False
2024-05-02,Delivery,2,2,0,17,8,0,False
2024-05-03,Head Baker,2,2,0,28,8,0,False
2024-05-03,Pastry Chef,2,2,0,24,8,0,False
2024-05-03,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-03,Store Associate,4,4,0,16,8,0,False
2024-05-03,Decorator,1,1,0,22,8,0,False
2024-05-03,Delivery,1,2,-1,17,8,0,False
2024-05-04,Head Baker,2,3,-1,28,8,0,True
2024-05-04,Pastry Chef,3,3,0,24,8,0,True
2024-05-04,Kitchen Assistant,4,5,-1,18,8,0,True
2024-05-04,Store Associate,5,7,-2,16,8,0,True
2024-05-04,Decorator,1,1,0,22,8,0,True
2024-05-04,Delivery,3,3,0,17,8,0,True
2024-05-05,Head Baker,3,3,0,28,8,0,True
2024-05-05,Pastry Chef,4,3,1,24,8,192,True
2024-05-05,Kitchen Assistant,4,5,-1,18,8,0,True
2024-05-05,Store Associate,6,7,-1,16,8,0,True
2024-05-05,Decorator,1,1,0,22,8,0,True
2024-05-05,Delivery,3,3,0,17,8,0,True
2024-05-06,Head Baker,2,2,0,28,8,0,False
2024-05-06,Pastry Chef,2,2,0,24,8,0,False
2024-05-06,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-06,Store Associate,4,4,0,16,8,0,False
2024-05-06,Decorator,1,1,0,22,8,0,False
2024-05-06,Delivery,1,2,-1,17,8,0,False
2024-05-07,Head Baker,2,2,0,28,8,0,False
2024-05-07,Pastry Chef,2,2,0,24,8,0,False
2024-05-07,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-07,Store Associate,4,4,0,16,8,0,False
2024-05-07,Decorator,1,1,0,22,8,0,False
2024-05-07,Delivery,1,2,-1,17,8,0,False
2024-05-08,Head Baker,2,2,0,28,8,0,False
2024-05-08,Pastry Chef,2,2,0,24,8,0,False
2024-05-08,Kitchen Assistant,4,3,1,18,8,144,False
2024-05-08,Store Associate,4,4,0,16,8,0,False
2024-05-08,Decorator,1,1,0,22,8,0,False
2024-05-08,Delivery,2,2,0,17,8,0,False
2024-05-09,Head Baker,2,4,-2,28,8,0,False
2024-05-09,Pastry Chef,2,4,-2,24,8,0,False
2024-05-09,Kitchen Assistant,3,6,-3,18,8,0,False
2024-05-09,Store Associate,4,8,-4,16,8,0,False
2024-05-09,Decorator,1,2,-1,22,8,0,False
2024-05-09,Delivery,2,4,-2,17,8,0,False
2024-05-10,Head Baker,2,4,-2,28,8,0,False
2024-05-10,Pastry Chef,2,4,-2,24,8,0,False
2024-05-10,Kitchen Assistant,3,6,-3,18,8,0,False
2024-05-10,Store Associate,4,8,-4,16,8,0,False
2024-05-10,Decorator,1,2,-1,22,8,0,False
2024-05-10,Delivery,2,4,-2,17,8,0,False
2024-05-11,Head Baker,4,4,0,28,8,0,True
2024-05-11,Pastry Chef,3,4,-1,24,8,0,True
2024-05-11,Kitchen Assistant,3,6,-3,18,8,0,True
2024-05-11,Store Associate,6,8,-2,16,8,0,True
2024-05-11,Decorator,1,2,-1,22,8,0,True
2024-05-11,Delivery,3,4,-1,17,8,0,True
2024-05-12,Head Baker,2,4,-2,28,8,0,True
2024-05-12,Pastry Chef,3,4,-1,24,8,0,True
2024-05-12,Kitchen Assistant,4,6,-2,18,8,0,True
2024-05-12,Store Associate,6,8,-2,16,8,0,True
2024-05-12,Decorator,2,2,0,22,8,0,True
2024-05-12,Delivery,3,4,-1,17,8,0,True
2024-05-13,Head Baker,2,4,-2,28,8,0,False
2024-05-13,Pastry Chef,2,4,-2,24,8,0,False
2024-05-13,Kitchen Assistant,3,6,-3,18,8,0,False
2024-05-13,Store Associate,5,8,-3,16,8,0,False
2024-05-13,Decorator,1,2,-1,22,8,0,False
2024-05-13,Delivery,3,4,-1,17,8,0,False
2024-05-14,Head Baker,2,4,-2,28,8,0,False
2024-05-14,Pastry Chef,2,4,-2,24,8,0,False
2024-05-14,Kitchen Assistant,3,6,-3,18,8,0,False
2024-05-14,Store Associate,4,8,-4,16,8,0,False
2024-05-14,Decorator,2,2,0,22,8,0,False
2024-05-14,Delivery,2,4,-2,17,8,0,False
2024-05-15,Head Baker,2,4,-2,28,8,0,False
2024-05-15,Pastry Chef,2,4,-2,24,8,0,False
2024-05-15,Kitchen Assistant,4,6,-2,18,8,0,False
2024-05-15,Store Associate,4,8,-4,16,8,0,False
2024-05-15,Decorator,1,2,-1,22,8,0,False
2024-05-15,Delivery,1,4,-3,17,8,0,False
2024-05-16,Head Baker,2,2,0,28,8,0,False
2024-05-16,Pastry Chef,2,2,0,24,8,0,False
2024-05-16,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-16,Store Associate,4,4,0,16,8,0,False
2024-05-16,Decorator,2,1,1,22,8,176,False
2024-05-16,Delivery,2,2,0,17,8,0,False
2024-05-17,Head Baker,2,2,0,28,8,0,False
2024-05-17,Pastry Chef,3,2,1,24,8,192,False
2024-05-17,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-17,Store Associate,4,4,0,16,8,0,False
2024-05-17,Decorator,1,1,0,22,8,0,False
2024-05-17,Delivery,2,2,0,17,8,0,False
2024-05-18,Head Baker,3,3,0,28,8,0,True
2024-05-18,Pastry Chef,3,3,0,24,8,0,True
2024-05-18,Kitchen Assistant,4,5,-1,18,8,0,True
2024-05-18,Store Associate,6,7,-1,16,8,0,True
2024-05-18,Decorator,2,1,1,22,8,176,True
2024-05-18,Delivery,3,3,0,17,8,0,True
2024-05-19,Head Baker,4,3,1,28,8,224,True
2024-05-19,Pastry Chef,3,3,0,24,8,0,True
2024-05-19,Kitchen Assistant,4,5,-1,18,8,0,True
2024-05-19,Store Associate,7,7,0,16,8,0,True
2024-05-19,Decorator,1,1,0,22,8,0,True
2024-05-19,Delivery,3,3,0,17,8,0,True
2024-05-20,Head Baker,2,2,0,28,8,0,False
2024-05-20,Pastry Chef,2,2,0,24,8,0,False
2024-05-20,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-20,Store Associate,4,4,0,16,8,0,False
2024-05-20,Decorator,1,1,0,22,8,0,False
2024-05-20,Delivery,1,2,-1,17,8,0,False
2024-05-21,Head Baker,3,2,1,28,8,224,False
2024-05-21,Pastry Chef,3,2,1,24,8,192,False
2024-05-21,Kitchen Assistant,2,3,-1,18,8,0,False
2024-05-21,Store Associate,4,4,0,16,8,0,False
2024-05-21,Decorator,1,1,0,22,8,0,False
2024-05-21,Delivery,3,2,1,17,8,136,False
2024-05-22,Head Baker,2,2,0,28,8,0,False
2024-05-22,Pastry Chef,2,2,0,24,8,0,False
2024-05-22,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-22,Store Associate,4,4,0,16,8,0,False
2024-05-22,Decorator,1,1,0,22,8,0,False
2024-05-22,Delivery,2,2,0,17,8,0,False
2024-05-23,Head Baker,2,2,0,28,8,0,False
2024-05-23,Pastry Chef,2,2,0,24,8,0,False
2024-05-23,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-23,Store Associate,4,4,0,16,8,0,False
2024-05-23,Decorator,1,1,0,22,8,0,False
2024-05-23,Delivery,2,2,0,17,8,0,False
2024-05-24,Head Baker,2,2,0,28,8,0,False
2024-05-24,Pastry Chef,2,2,0,24,8,0,False
2024-05-24,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-24,Store Associate,4,4,0,16,8,0,False
2024-05-24,Decorator,2,1,1,22,8,176,False
2024-05-24,Delivery,2,2,0,17,8,0,False
2024-05-25,Head Baker,3,3,0,28,8,0,True
2024-05-25,Pastry Chef,2,3,-1,24,8,0,True
2024-05-25,Kitchen Assistant,4,5,-1,18,8,0,True
2024-05-25,Store Associate,6,7,-1,16,8,0,True
2024-05-25,Decorator,2,1,1,22,8,176,True
2024-05-25,Delivery,2,3,-1,17,8,0,True
2024-05-26,Head Baker,3,3,0,28,8,0,True
2024-05-26,Pastry Chef,4,3,1,24,8,192,True
2024-05-26,Kitchen Assistant,4,5,-1,18,8,0,True
2024-05-26,Store Associate,6,7,-1,16,8,0,True
2024-05-26,Decorator,1,1,0,22,8,0,True
2024-05-26,Delivery,3,3,0,17,8,0,True
2024-05-27,Head Baker,3,2,1,28,8,224,False
2024-05-27,Pastry Chef,3,2,1,24,8,192,False
2024-05-27,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-27,Store Associate,4,4,0,16,8,0,False
2024-05-27,Decorator,1,1,0,22,8,0,False
2024-05-27,Delivery,3,2,1,17,8,136,False
2024-05-28,Head Baker,2,2,0,28,8,0,False
2024-05-28,Pastry Chef,2,2,0,24,8,0,False
2024-05-28,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-28,Store Associate,4,4,0,16,8,0,False
2024-05-28,Decorator,2,1,1,22,8,176,False
2024-05-28,Delivery,2,2,0,17,8,0,False
2024-05-29,Head Baker,2,2,0,28,8,0,False
2024-05-29,Pastry Chef,2,2,0,24,8,0,False
2024-05-29,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-29,Store Associate,5,4,1,16,8,128,False
2024-05-29,Decorator,1,1,0,22,8,0,False
2024-05-29,Delivery,2,2,0,17,8,0,False
2024-05-30,Head Baker,2,2,0,28,8,0,False
2024-05-30,Pastry Chef,2,2,0,24,8,0,False
2024-05-30,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-30,Store Associate,4,4,0,16,8,0,False
2024-05-30,Decorator,1,1,0,22,8,0,False
2024-05-30,Delivery,2,2,0,17,8,0,False
2024-05-31,Head Baker,2,2,0,28,8,0,False
2024-05-31,Pastry Chef,3,2,1,24,8,192,False
2024-05-31,Kitchen Assistant,3,3,0,18,8,0,False
2024-05-31,Store Associate,4,4,0,16,8,0,False
2024-05-31,Decorator,1,1,0,22,8,0,False
2024-05-31,Delivery,3,2,1,17,8,136,False
2024-06-01,Head Baker,3,3,0,28,8,0,True
2024-06-01,Pastry Chef,2,3,-1,24,8,0,True
2024-06-01,Kitchen Assistant,4,5,-1,18,8,0,True
2024-06-01,Store Associate,6,7,-1,16,8,0,True
2024-06-01,Decorator,1,1,0,22,8,0,True
2024-06-01,Delivery,3,3,0,17,8,0,True
2024-06-02,Head Baker,2,3,-1,28,8,0,True
2024-06-02,Pastry Chef,3,3,0,24,8,0,True
2024-06-02,Kitchen Assistant,4,5,-1,18,8,0,True
2024-06-02,Store Associate,6,7,-1,16,8,0,True
2024-06-02,Decorator,1,1,0,22,8,0,True
2024-06-02,Delivery,4,3,1,17,8,136,True
2024-06-03,Head Baker,2,2,0,28,8,0,False
2024-06-03,Pastry Chef,1,2,-1,24,8,0,False
2024-06-03,Kitchen Assistant,3,3,0,18,8,0,False
2024-06-03,Store Associate,4,4,0,16,8,0,False
2024-06-03,Decorator,1,1,0,22,8,0,False
2024-06-03,Delivery,2,2,0,17,8,0,False
2024-06-04,Head Baker,3,2,1,28,8,224,False
2024-06-04,Pastry Chef,2,2,0,24,8,0,False
2024-06-04,Kitchen Assistant,3,3,0,18,8,0,False
2024-06-04,Store Associate,4,4,0,16,8,0,False
2024-06-04,Decorator,1,1,0,22,8,0,False
2024-06-04,Delivery,2,2,0,17,8,0,False
2024-06-05,Head Baker,2,2,0,28,8,0,False
2024-06-05,Pastry Chef,2,2,0,24,8,0,False
2024-06-05,Kitchen Assistant,3,3,0,18,8,0,False
2024-06-05,Store Associate,4,4,0,16,8,0,False
2024-06-05,Decorator,1,1,0,22,8,0,False
2024-06-05,Delivery,2,2,0,17,8,0,False
2024-06-06,Head Baker,3,2,1,28,8,224,False
2024-06-06,Pastry Chef,2,2,0,24,8,0,False
2024-06-06,Kitchen Assistant,3,3,0,18,8,0,False
2024-06-06,Store Associate,4,4,0,16,8,0,False
2024-06-06,Decorator,1,1,0,22,8,0,False
2024-06-06,Delivery,1,2,-1,17,8,0,False
2024-06-07,Head Baker,2,2,0,28,8,0,False
2024-06-07,Pastry Chef,2,2,0,24,8,0,False
2024-06-07,Kitchen Assistant,3,3,0,18,8,0,False
2024-06-07,Store Associate,4,4,0,16,8,0,False
2024-06-07,Decorator,2,1,1,22,8,176,False
2024-06-07,Delivery,1,2,-1,17,8,0,False
2024-06-08,Head Baker,3,3,0,28,8,0,True
2024-06-08,Pastry Chef,3,3,0,24,8,0,True
2024-06-08,Kitchen Assistant,5,5,0,18,8,0,True
2024-06-08,Store Associate,6,7,-1,16,8,0,True
2024-06-08,Decorator,2,1,1,22,8,176,True
2024-06-08,Delivery,3,3,0,17,8,0,True
2024-06-09,Head Baker,3,3,0,28,8,0,True
2024-06-09,Pastry Chef,2,3,-1,24,8,0,True
2024-06-09,Kitchen Assistant,3,5,-2,18,8,0,True
2024-06-09,Store Associate,6,7,-1,16,8,0,True
2024-06-09,Decorator,1,1,0,22,8,0,True
2024-06-09,Delivery,3,3,0,17,8,0,True
2024-06-10,Head Baker,2,2,0,28,8,0,False
2024-06-10,Pastry Chef,2,2,0,24,8,0,False
2024-06-10,Kitchen Assistant,3,3,0,18,8,0,False
2024-06-10,Store Associate,4,4,0,16,8,0,False
2024-06-10,Decorator,1,1,0,22,8,0,False
2024-06-10,Delivery,2,2,0,17,8,0,False
2024-06-11,Head Baker,2,2,0,28,8,0,False
2024-06-11,Pastry Chef,2,2,0,24,8,0,False
2024-06-11,Kitchen Assistant,4,3,1,18,8,144,False
2024-06-11,Store Associate,4,4,0,16,8,0,False
2024-06-11,Decorator,1,1,0,22,8,0,False
2024-06-11,Delivery,2,2,0,17,8,0,False
2024-06-12,Head Baker,2,2,0,28,8,0,False
2024-06-12,Pastry Chef,2,2,0,24,8,0,False
2024-06-12,Kitchen Assistant,3,3,0,18,8,0,False
2024-06-12,Store Associate,4,4,0,16,8,0,False
2024-06-12,Decorator,1,1,0,22,8,0,False
2024-06-12,Delivery,2,2,0,17,8,0,False
2024-06-13,Head Baker,2,3,-1,28,8,0,False
2024-06-13,Pastry Chef,1,3,-2,24,8,0,False
2024-06-13,Kitchen Assistant,3,5,-2,18,8,0,False
2024-06-13,Store Associate,4,7,-3,16,8,0,False
2024-06-13,Decorator,1,1,0,22,8,0,False
2024-06-13,Delivery,2,3,-1,17,8,0,False
2024-06-14,Head Baker,2,3,-1,28,8,0,False
2024-06-14,Pastry Chef,3,3,0,24,8,0,False
2024-06-14,Kitchen Assistant,3,5,-2,18,8,0,False
2024-06-14,Store Associate,4,7,-3,16,8,0,False
2024-06-14,Decorator,1,1,0,22,8,0,False
2024-06-14,Delivery,3,3,0,17,8,0,False
2024-06-15,Head Baker,3,4,-1,28,8,0,True
